"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x949732282335662081",2018-01-06 19:59:55,"x1448640073","Ethaniho","Superb goals in the second half this afternoon 🤙#cityvburnley #thefacup #mancity @mancity #facup… https://t.co/OGc91KHhX0","Instagram",,,,FALSE,FALSE,0,0,"cityvburnley thefacup mancity facup",,"instagram.com/p/BdnuGDEFrgj/","https://t.co/OGc91KHhX0","https://www.instagram.com/p/BdnuGDEFrgj/",,,,,,,,,"x14573900","ManCity","en",,,,,,,,,,,,,
"x949728663162908672",2018-01-06 19:45:33,"x851144282639523841","NZ_SportsTalk","For 55’ Burnley led Man City 1-0 in the 3rd round of the FA Cup &amp; I thought they could cause huge upset. But then MOTM Aguero hammered home 2 quick goals &amp; by then it was all over rover. Chris Wood still out injured #cityvburnley #FACup #SportsTalkNZ https://t.co/lBElszTaOf","Twitter for iPhone",,,,FALSE,FALSE,2,2,"cityvburnley FACup SportsTalkNZ",,,,,"http://pbs.twimg.com/media/DS4dLxMVwAECJQ1.jpg","https://t.co/lBElszTaOf","https://twitter.com/NZ_SportsTalk/status/949728663162908672/photo/1","photo","http://pbs.twimg.com/media/DS4dLxMVwAECJQ1.jpg","https://t.co/lBElszTaOf","https://twitter.com/NZ_SportsTalk/status/949728663162908672/photo/1",,,,"en",,,,,,,,,,,,,
"x949727501340823552",2018-01-06 19:40:56,"x573629654","Andyhoszowskyj","@ManCity my boy needs to be mascot 4 year old and living city #mancity #MCFC #cityvburnley #FACup # https://t.co/7mkMkQ6NAp","Twitter for Android",,"x14573900","ManCity",FALSE,FALSE,0,0,"mancity MCFC cityvburnley FACup",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/949727189209141254/pu/img/VgvB0uQGWNWa3EM-.jpg","https://t.co/7mkMkQ6NAp","https://twitter.com/Andyhoszowskyj/status/949727501340823552/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/949727189209141254/pu/img/VgvB0uQGWNWa3EM-.jpg","https://t.co/7mkMkQ6NAp","https://twitter.com/Andyhoszowskyj/status/949727501340823552/video/1",,"x14573900","ManCity","en",,,,,,,,,,,,,
"x949724803421884417",2018-01-06 19:30:12,"x553640835","bfccalbooth","As good as @ManCity are, some poor defending from @BurnleyOfficial today , very rare that is the case though. Tough game at @CPFC in the @premierleague next #UTC #cityvburnley #FACup","Twitter for iPhone",,,,FALSE,FALSE,0,0,"UTC cityvburnley FACup",,,,,,,,,,,,,"x14573900 441309926 85307509 343627165","ManCity BurnleyOfficial CPFC premierleague","en",,,,,,,,,,,,,
"x949711107979186176",2018-01-06 18:35:47,"x757838090","KelWilliams_","Great result for this one’s first visit to the Etihad today 💙💙 #ManCity #cityvburnley #FACup https://t.co/3RVtffXXos","Twitter for iPhone",,,,FALSE,FALSE,3,0,"ManCity cityvburnley FACup",,,,,"http://pbs.twimg.com/media/DS4NIL6XkAAoA3f.jpg","https://t.co/3RVtffXXos","https://twitter.com/KelWilliams_/status/949711107979186176/photo/1","photo","http://pbs.twimg.com/media/DS4NIL6XkAAoA3f.jpg","https://t.co/3RVtffXXos","https://twitter.com/KelWilliams_/status/949711107979186176/photo/1",,,,"en",,,,,,,,,,,,,
"x949701381472038912",2018-01-06 17:57:08,"x879641104114745345","ShafieOsman1","The @EmiratesFACup third round
FT | @ManCity 4-1 @BurnleyOfficial (@aguerosergiokun -2- @LeroySane19 @BernardoCSilva)
#cityvburnley #FACup #mancity https://t.co/a1elslFXUt","Twitter for Android",,,,FALSE,FALSE,0,0,"cityvburnley FACup mancity",,,,,"http://pbs.twimg.com/media/DS4EXDYX4AILyFv.jpg","https://t.co/a1elslFXUt","https://twitter.com/ShafieOsman1/status/949701381472038912/photo/1","photo","http://pbs.twimg.com/media/DS4EXDYX4AILyFv.jpg","https://t.co/a1elslFXUt","https://twitter.com/ShafieOsman1/status/949701381472038912/photo/1",,"x4418429837 14573900 441309926 139092348 761220960213168131 485801262","EmiratesFACup ManCity BurnleyOfficial aguerosergiokun LeroySane19 BernardoCSilva","en",,,,,,,,,,,,,
"x949700551821979648",2018-01-06 17:53:50,"x211877207","jonny_holloway","Dyche: ""I think there is still more to come from these players""
#cityvburnley #facup","Twitter for iPhone",,,,FALSE,FALSE,0,0,"cityvburnley facup",,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/315b740b108481f6.json","Manchester","Manchester, England","city","United Kingdom","GB",,,"-2.319934 -2.147026 -2.147026 -2.319934 53.343623 53.343623 53.5702824 53.5702824"
"x949700247240019973",2018-01-06 17:52:38,"x3974779873","weddingJstore","FULL-TIME | Phew! An outstanding second half display sees City sail through in the #FACup! #cityvburnley #mancity https://t.co/4CWZ4Et1Ua","Google",,,,FALSE,FALSE,0,0,"FACup cityvburnley mancity",,,,,"http://pbs.twimg.com/media/DS31QpRXUAUqaRz.jpg","https://t.co/4CWZ4Et1Ua","https://twitter.com/ManCity/status/949684798628487168/photo/1","photo","http://pbs.twimg.com/media/DS31QpRXUAUqaRz.jpg","https://t.co/4CWZ4Et1Ua","https://twitter.com/ManCity/status/949684798628487168/photo/1",,,,"en",,,,,,,,,,,,,
"x949699983649005568",2018-01-06 17:51:35,"x211877207","jonny_holloway","Dyche: ""I think the team have given a lot and not had the breaks the past few weeks""
#cityvburnley #facup","Twitter for iPhone",,,,FALSE,FALSE,0,0,"cityvburnley facup",,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/315b740b108481f6.json","Manchester","Manchester, England","city","United Kingdom","GB",,,"-2.319934 -2.147026 -2.147026 -2.319934 53.343623 53.343623 53.5702824 53.5702824"
"x949699508979621888",2018-01-06 17:49:42,"x211877207","jonny_holloway","Dyche: ""I am very pleased with the way the team is operating and I think the mentality is great""
#cityvburnley #facup","Twitter for iPhone",,,,FALSE,FALSE,0,0,"cityvburnley facup",,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/315b740b108481f6.json","Manchester","Manchester, England","city","United Kingdom","GB",,,"-2.319934 -2.147026 -2.147026 -2.319934 53.343623 53.343623 53.5702824 53.5702824"
"x949699215717957632",2018-01-06 17:48:32,"x211877207","jonny_holloway","Dyche: ""I spoke to the ref and he said I don't have to blow the whistle. I'm bound to be agrieved by that. The next minute and a half was my biggest gripe. Teams like this almost smell that moment and they did""
#cityvburnley #facup","Twitter for iPhone",,,,FALSE,FALSE,0,0,"cityvburnley facup",,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/315b740b108481f6.json","Manchester","Manchester, England","city","United Kingdom","GB",,,"-2.319934 -2.147026 -2.147026 -2.319934 53.343623 53.343623 53.5702824 53.5702824"
"x949694096620294144",2018-01-06 17:28:11,"x256651520","jacobstear","Love beating Burnley. ⚽️⚽️⚽️⚽️ #mancity #mcfc #cityvburnley #facup https://t.co/19mcJt7p7U","Twitter for iPhone",,,,FALSE,FALSE,2,1,"mancity mcfc cityvburnley facup",,,,,"http://pbs.twimg.com/media/DS39oSFW0AIUaqi.jpg","https://t.co/19mcJt7p7U","https://twitter.com/jacobstear/status/949694096620294144/photo/1","photo","http://pbs.twimg.com/media/DS39oSFW0AIUaqi.jpg","https://t.co/19mcJt7p7U","https://twitter.com/jacobstear/status/949694096620294144/photo/1",,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/09529d9e8b96a001.json","Etihad Stadium","Etihad Stadium","poi","United Kingdom","GB",,,"-2.20149649549487 -2.20149649549487 -2.20149649549487 -2.20149649549487 53.4830024714937 53.4830024714937 53.4830024714937 53.4830024714937"
"x949693841564725248",2018-01-06 17:27:10,"x55063808","ClaretSi","Appears to have been a wise move deciding to stay North of the Border and have some family fun and go ten pin bowling rather than get tickets for the fa cup at City #greatidea #FAcup #CityvBurnley #twitterclarets","Twitter for Android",,,,FALSE,FALSE,1,0,"greatidea FAcup CityvBurnley twitterclarets",,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/0aec583ef3c76be8.json","Ancrum","Ancrum, Scotland","city","United Kingdom","GB",,,"-2.598921 -2.585659 -2.585659 -2.598921 55.508699 55.508699 55.515143 55.515143"
"x949693180966064128",2018-01-06 17:24:33,"x98504821","AlexisMonteith","Beat Burnley and Chill

#cityvburnley
#FACup https://t.co/iiTcZ4YExd","Twitter Web Client",,,,TRUE,FALSE,0,0,"cityvburnley FACup",,"twitter.com/benmendy23/sta…","https://t.co/iiTcZ4YExd","https://twitter.com/benmendy23/status/949690404194185216",,,,,,,,,,,"en","x949690404194185216","Perfect FA Cup start 🏆🤙🏾 congratulations everyone 🦈(Raheem open your eyes bro 👀) https://t.co/CEi9sjgoRx",,,,,,,,,,,
"x949692520807718912",2018-01-06 17:21:56,"x22954704","40ty","In  the hat for round 4 ⚽️🌑 #FACup #cityvburnley https://t.co/3JmTgLjT0o","Twitter for iPhone",,,,TRUE,FALSE,0,0,"FACup cityvburnley",,"twitter.com/mancity/status…","https://t.co/3JmTgLjT0o","https://twitter.com/mancity/status/949684798628487168",,,,,,,,,,,"en","x949684798628487168","FULL-TIME | Phew! An outstanding second half display sees City sail through in the #FACup! #cityvburnley #mancity https://t.co/ootVVqpWpO",,,,,,,,,,,
"x949691798410031104",2018-01-06 17:19:03,"x18188632","mykhelcom",".@aguerosergiokun does the star turn for @ManCity in #FACup  https://t.co/xePO7JkYbA #cityvburnley","My Khel",,,,FALSE,FALSE,0,0,"FACup cityvburnley",,"mykhel.com/football/aguer…","https://t.co/xePO7JkYbA","https://www.mykhel.com/football/aguero-s-quick-fire-double-seals-comeback-triumph-078009.html",,,,,,,,,"x139092348 14573900","aguerosergiokun ManCity","en",,,,,,,,,,,,,
"x949687745936609281",2018-01-06 17:02:57,"x776394844407201792","lukebullock16_","Get in!  #SharkTeam #cityvburnley #MCFC #FACup","Twitter for Android",,,,FALSE,FALSE,1,0,"SharkTeam cityvburnley MCFC FACup",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949687467116032000",2018-01-06 17:01:51,"x407994207","dp2489","Got exactly what we deserved based purely on the fact we took 7,500 to City, then sat down quiet even 1-0 up at half time. Poor. #FACup #cityvburnley","Twitter for iPhone",,,,FALSE,FALSE,0,0,"FACup cityvburnley",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949687134612480000",2018-01-06 17:00:31,"x2616108991","AviinandaanD","@ManCity That was some display of character. Irk the shark and that is what you gonna get! Nothing short of a demolition. Congrats to @aguerosergiokun. Glad for @LeroySane19. Gratitude to @DeBruyneKev for the fodder to the dream. #FACup #cityvburnley","Twitter for Android",,"x14573900","ManCity",FALSE,FALSE,0,0,"FACup cityvburnley",,,,,,,,,,,,,"x14573900 139092348 761220960213168131 728592182","ManCity aguerosergiokun LeroySane19 DeBruyneKev","en",,,,,,,,,,,,,
"x949686876201504768",2018-01-06 16:59:30,"x786765484440096768","cityzenpodcast","That backheel from Gundogan to Aguero who circles Pope and puts it in the net... in contention for City goal of the year #ManCity #MCFC #cityvburnley #MCIBUR #FACup #CmonCity #SharkTeam","Twitter for iPhone",,,,FALSE,FALSE,18,3,"ManCity MCFC cityvburnley MCIBUR FACup CmonCity SharkTeam",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949686812775272454",2018-01-06 16:59:15,"x900143494907539456","sidelinetheory1","Man City came back from behind to secure a 4-1 win against Burnley at the FA Cup 3rd round after a brace from Aguero, goals from Sane and Bernardo Silva! #cityvburnley #FACUP #mancity #BurnleyFC #bbcfacup https://t.co/PQ6sMNabh1","Twitter for Android",,,,FALSE,FALSE,1,2,"cityvburnley FACUP mancity BurnleyFC bbcfacup",,,,,"http://pbs.twimg.com/media/DS33GTrVwAESFMa.jpg","https://t.co/PQ6sMNabh1","https://twitter.com/sidelinetheory1/status/949686812775272454/photo/1","photo","http://pbs.twimg.com/media/DS33GTrVwAESFMa.jpg","https://t.co/PQ6sMNabh1","https://twitter.com/sidelinetheory1/status/949686812775272454/photo/1",,,,"en",,,,,,,,,,,,,
"x949685745152864263",2018-01-06 16:55:00,"x787618384087252992","SportDBM","WATCH LIVE: Manchester City vs #Burnley FA Cup  

Live Stream - https://t.co/PNXq4SB2jd 

#EmiratesFACup #FACup  #cityvburnley  #mancity #CLARETS  #MCIBUR -","TweetDeck",,,,FALSE,FALSE,0,0,"Burnley EmiratesFACup FACup cityvburnley mancity CLARETS MCIBUR",,"goo.gl/Wq2j5y","https://t.co/PNXq4SB2jd","https://goo.gl/Wq2j5y",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949685636952416258",2018-01-06 16:54:34,"x786765484440096768","cityzenpodcast","#EPL 🏆 ✅
#UCL🏆✅
#CarabaoCup 🏆✅
#FACup 🏆✅
Still in for the Quad! Cmon City!! 
#ManCity #MCFC #cityvburnley #MCIBUR #FACup #CmonCity #SharkTeam","Twitter for iPhone",,,,FALSE,FALSE,1,0,"EPL UCL CarabaoCup FACup ManCity MCFC cityvburnley MCIBUR FACup CmonCity SharkTeam",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949685633836093440",2018-01-06 16:54:34,"x1577362050","ManCityMAS","We did it! 💪  #FACup 

City 4-1 Burnley

#ManCity #cityvburnley #SharkTeam https://t.co/XWs7PVrL53","Twitter Web Client",,,,FALSE,FALSE,38,24,"FACup ManCity cityvburnley SharkTeam",,,,,"http://pbs.twimg.com/media/DS32C03WsAEcvQt.jpg","https://t.co/XWs7PVrL53","https://twitter.com/ManCityMAS/status/949685633836093440/photo/1","photo","http://pbs.twimg.com/media/DS32C03WsAEcvQt.jpg","https://t.co/XWs7PVrL53","https://twitter.com/ManCityMAS/status/949685633836093440/photo/1",,,,"en",,,,,,,,,,,,,
"x949685151348469760",2018-01-06 16:52:39,"x2336203102","TheRealMusiji","@ManCity Great WIN today #FACup. C'mon City!!! ⚽⚽🦈🦈🦈❤ #WeAreCity #cityvburnley","Twitter for Android","x949684798628487168","x14573900","ManCity",FALSE,FALSE,0,0,"FACup WeAreCity cityvburnley",,,,,,,,,,,,,"x14573900","ManCity","en",,,,,,,,,,,,,
"x949684874843164672",2018-01-06 16:51:33,"x786765484440096768","cityzenpodcast","From crashing out crisis to 4-1 domination... #ManCity #MCFC #cityvburnley #MCIBUR #FACup #CmonCity #SharkTeam","Twitter for iPhone",,,,FALSE,FALSE,4,1,"ManCity MCFC cityvburnley MCIBUR FACup CmonCity SharkTeam",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949684798628487168",2018-01-06 16:51:14,"x14573900","ManCity","FULL-TIME | Phew! An outstanding second half display sees City sail through in the #FACup! #cityvburnley #mancity https://t.co/ootVVqpWpO","SoLiveManager",,,,FALSE,FALSE,4210,1588,"FACup cityvburnley mancity",,,,,"http://pbs.twimg.com/media/DS31QpRXUAUqaRz.jpg","https://t.co/ootVVqpWpO","https://twitter.com/ManCity/status/949684798628487168/photo/1","photo","http://pbs.twimg.com/media/DS31QpRXUAUqaRz.jpg","https://t.co/ootVVqpWpO","https://twitter.com/ManCity/status/949684798628487168/photo/1",,,,"en",,,,,,,,,,,,,
"x949684783902285825",2018-01-06 16:51:11,"x320746576","PepTeam","The @EmiratesFACup third round
FT | @ManCity 4-1 @BurnleyOfficial (@aguerosergiokun -2- @LeroySane19 @BernardoCSilva)
#cityvburnley #FACup #mancity #mcfc https://t.co/v8DqqPkUYJ","Twitter for Android",,,,FALSE,FALSE,846,143,"cityvburnley FACup mancity mcfc",,,,,"http://pbs.twimg.com/media/DS31QuFXkAER-4l.jpg","https://t.co/v8DqqPkUYJ","https://twitter.com/PepTeam/status/949684783902285825/photo/1","photo","http://pbs.twimg.com/media/DS31QuFXkAER-4l.jpg","https://t.co/v8DqqPkUYJ","https://twitter.com/PepTeam/status/949684783902285825/photo/1",,"x4418429837 14573900 441309926 139092348 761220960213168131 485801262","EmiratesFACup ManCity BurnleyOfficial aguerosergiokun LeroySane19 BernardoCSilva","en",,,,,,,,,,,,,
"x949684601651449857",2018-01-06 16:50:27,"x38407045","SignorinaFia","Heartbroken this morning when I realised I was too poorly to make the .@ManCity -v- .@BurnleyOfficial match - and on #FACupThirdRound day - but I’m ecstatic with the score 😍💙 Thank you #ManCity for putting a smile on this girl’s face 😘 #MCFC #FaCup #CityvBurnley #CTID","Twitter for iPhone",,,,FALSE,FALSE,10,0,"FACupThirdRound ManCity MCFC FaCup CityvBurnley CTID",,,,,,,,,,,,,"x14573900 441309926","ManCity BurnleyOfficial","en",,,,,,,,,,,,,
"x949684226936463360",2018-01-06 16:48:58,"x740761261","citypodcast","Is this what they mean by a game of two halves? #MCIBUR #mcfc #mancity #cityvburnley #mcfcvbfc #EmiratesFACup #facup","Twitter for iPhone",,,,FALSE,FALSE,5,2,"MCIBUR mcfc mancity cityvburnley mcfcvbfc EmiratesFACup facup",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949683348779294720",2018-01-06 16:45:29,"x292564149","Howard993","Fantastic work rate from @sterling7 today absolutely 100% from minute one. #HesTopOfTheLeague @ManCity #FACup #cityvburnley","Twitter for Android",,,,FALSE,FALSE,4,1,"HesTopOfTheLeague FACup cityvburnley",,,,,,,,,,,,,"x627491854 14573900","sterling7 ManCity","en",,,,,,,,,,,,,
"x949683288091787264",2018-01-06 16:45:14,"x893533387033632768","TheJam_15","Repping @ManCity at work. #cmoncity #mancity #FACup #cityvburnley https://t.co/8uCJARhMlw","Twitter for Android",,,,FALSE,FALSE,0,0,"cmoncity mancity FACup cityvburnley",,,,,"http://pbs.twimg.com/media/DS3z5dVUQAEvJUP.jpg","https://t.co/8uCJARhMlw","https://twitter.com/TheJam_15/status/949683288091787264/photo/1","photo","http://pbs.twimg.com/media/DS3z5dVUQAEvJUP.jpg","https://t.co/8uCJARhMlw","https://twitter.com/TheJam_15/status/949683288091787264/photo/1",,"x14573900","ManCity","en",,,,,,,,,,,,,
"x949683211952472069",2018-01-06 16:44:56,"x373313169","RDSampson_25","Always believed in @ManCity ! 💙 #cityvburnley #FACUP","Twitter for Android",,,,FALSE,FALSE,0,0,"cityvburnley FACUP",,,,,,,,,,,,,"x14573900","ManCity","en",,,,,,,,,,,,,
"x949683151839916032",2018-01-06 16:44:42,"x90611767","Lavhino","The cityzens...4-1!!! Magnificent! What a game. KDB my man; well done Bernardo for converting#mancity #cityvburnley #FACup #WeAreCity","Echofon",,,,FALSE,FALSE,0,0,"cityvburnley FACup WeAreCity",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949682965319217152",2018-01-06 16:43:57,"x779556301","alikfarooqui","Fair play to @BurnleyOfficial for putting pressure on @ManCity in the first half but 2nd half we completely outclassed them bigtime! #cityvburnley #facup #SharkTeam","Twitter for iPhone",,,,FALSE,FALSE,1,0,"cityvburnley facup SharkTeam",,,,,,,,,,,,,"x441309926 14573900","BurnleyOfficial ManCity","en",,,,,,,,,,,,,
"x949682564628865025",2018-01-06 16:42:22,"x4871049716","Vrtlnsanity","That must have been some half time talk Pep had with the Team!  My goodness they’ve turned it on! #CityView #MCFC #cityvburnley #FACup 💙🦈💪🏾 https://t.co/mi6IMs9hRC","Twitter for iPhone",,,,FALSE,FALSE,2,1,"CityView MCFC cityvburnley FACup",,,,,"http://pbs.twimg.com/tweet_video_thumb/DS3zP9hVAAEOUHQ.jpg","https://t.co/mi6IMs9hRC","https://twitter.com/Vrtlnsanity/status/949682564628865025/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/DS3zP9hVAAEOUHQ.jpg","https://t.co/mi6IMs9hRC","https://twitter.com/Vrtlnsanity/status/949682564628865025/photo/1",,,,"en",,,,,,,,,,,,,
"x949682325448724481",2018-01-06 16:41:25,"x1643013440","Thato_Lelope","So much depth in the squad and finally Sane is finding the net #FACup #cityvburnley","Twitter for iPhone",,,,FALSE,FALSE,0,0,"FACup cityvburnley",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
